Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.00188643436581484,-0.0101107102609225,-7.91792044075977E-07,0,0,0,0.0547254839327602,3.01578866609305E-05,5.77313895814659E-06,-2.75922512246573E-11,1.82716186853849E-05,3.08656421595804E-11,4.6585768516949E-05,0,0,0,0,0,0,package://simple_hand_4/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/base_link.STL,,Palm^MH_Hand_FullAssem-1;Part60^MH_Hand_FullAssem-1;Copy of Part47^MH_Hand_FullAssem-7;Copy of Part47^MH_Hand_FullAssem-8;Copy of Part47^MH_Hand_FullAssem-1;Copy of Part47^MH_Hand_FullAssem-3;Copy of Part47^MH_Hand_FullAssem-4;Copy of Part47^MH_Hand_FullAssem-6,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
thumb_1,0.006564464101492,0.00282639091707574,0.0153481144781045,0,0,0,0.00714658380829061,3.28914052674748E-07,-3.19687494176202E-08,-8.92562543532266E-08,6.60299918641596E-07,-3.39907364457903E-08,4.98668271185561E-07,0,0,0,0,0,0,package://simple_hand_4/meshes/thumb_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/thumb_1.STL,,ThumbPart1^MH_Hand_FullAssem-1;Copy of Part48^MH_Hand_FullAssem-6;Copy of Part48^MH_Hand_FullAssem-8;Copy of Part47^MH_Hand_FullAssem-11,Origin_t_p,Axis_t_p,thumb_palm,continuous,-0.031,0,-0.0115,1.5708,-1.5232,-1.5708,base_link,0.99887,0.047565,0,,,,,,,,,,,,
thumb_2,-0.000102121572845962,-0.00217472327567155,0.0125951045141145,0,0,0,0.00309410697808252,1.17680540570393E-07,4.78391767560857E-11,1.39867654792079E-11,8.7580561935231E-08,1.0379010080523E-08,9.28672220581692E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/thumb_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/thumb_2.STL,,Part55^MH_Hand_FullAssem-1;Copy of Part48^MH_Hand_FullAssem-11;Copy of Part47^MH_Hand_FullAssem-20,Origin_t_12,Axis_t_12,thumb_12,continuous,0.024224,0.0052935,0.025382,0.85599,0.59602,1.2791,thumb_1,1,0,0,,,,,,,,,,,,
thumb_3,-9.44001340213788E-05,0.000348151680327244,0.0149921053155262,0,0,0,0.00324861748801509,1.54481533062547E-07,1.31041991200502E-12,-7.05991802596762E-13,1.38772740672812E-07,-1.39147869891027E-08,7.86601648265061E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/thumb_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/thumb_3.STL,,Part58^MH_Hand_FullAssem-1;Copy of Part48^MH_Hand_FullAssem-20,Origin_t_23,Axis_t_23,thumb_23,continuous,-0.00021585,-0.0073345,0.025772,0.26232,0.045694,-0.1685,thumb_2,1,0,0,,,,,,,,,,,,
index_1,-0.000100909995287481,-8.81239705495313E-05,0.0146314105773068,0,0,0,0.00331457639559618,1.2323138903352E-07,-5.10066548311731E-22,6.26076337320288E-22,1.40564829901929E-07,-2.40447467173552E-20,8.32166997991831E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/index_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/index_1.STL,,FingerJoint1^MH_Hand_FullAssem-1;Copy of Part48^MH_Hand_FullAssem-1;Copy of Part47^MH_Hand_FullAssem-15,Origin_i_p,Axis_i_p,index_palm,continuous,-0.0299,-0.0001,0.0385,0,0,0,base_link,1,0,0,,,,,,,,,,,,
index_2,-8.81239705526581E-05,8.81239705554417E-05,0.0146314105773068,0,0,0,0.00331457639559618,1.2323138903352E-07,-5.08758020595838E-22,6.31592334220592E-22,1.40564829901929E-07,-2.39918500780587E-20,8.32166997991831E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/index_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/index_2.STL,,FingerJoint1^MH_Hand_FullAssem-5;Copy of Part48^MH_Hand_FullAssem-12;Copy of Part47^MH_Hand_FullAssem-16,Origin_i_12,Axis_i_12,index_12,continuous,-0.0002,0,0.03,0,0,0,index_1,1,0,0,,,,,,,,,,,,
index_3,0.0193948443246826,0.000294844324682625,0.0211226051015443,0,0,0,0.00352502395351662,1.85717997302153E-07,1.76234952629723E-23,7.34978338055284E-23,1.97300854531168E-07,5.05184540071722E-23,8.01006878176E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/index_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/index_3.STL,,fingrTip^MH_Hand_FullAssem-2;Copy of Part48^MH_Hand_FullAssem-17,Origin_i_23,Axis_i_23,index_23,fixed,0,0,0.03,0,0,0,index_2,0,0,0,,,,,,,,,,,,
middle_1,-0.000100909995287489,-8.81239705495338E-05,0.0146314105773068,0,0,0,0.00331457639559618,1.2323138903352E-07,-5.09154383297059E-22,6.33543795570299E-22,1.40564829901929E-07,-2.39759943476379E-20,8.32166997991831E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/middle_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/middle_1.STL,,FingerJoint1^MH_Hand_FullAssem-2;Copy of Part48^MH_Hand_FullAssem-3;Copy of Part47^MH_Hand_FullAssem-14,Origin_m_p,Axis_m_p,middle_palm,continuous,-0.0104,0.0001,0.0435,0,0,0,base_link,1,0,0,,,,,,,,,,,,
middle_2,-0.000100909995287486,8.81239705554263E-05,0.0146314105773068,0,0,0,0.00331457639559618,1.2323138903352E-07,-5.09047562740459E-22,6.16821207147655E-22,1.40564829901928E-07,-2.40114043379937E-20,8.32166997991831E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/middle_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/middle_2.STL,,FingerJoint1^MH_Hand_FullAssem-6;Copy of Part48^MH_Hand_FullAssem-13;Copy of Part47^MH_Hand_FullAssem-17,Origin_m_12,Axis_m_12,middle_12,revolute,-0.0002,0,0.03,0,0,0,middle_1,1,0,0,0,0,-1.5708,0,,,,,,,,
middle_3,9.4844324682623E-05,9.48443246826266E-05,0.0161226051015443,0,0,0,0.00352502395351663,1.85717997302155E-07,-1.78549318827755E-24,-1.21000178781154E-23,1.97300854531171E-07,-2.9697523973413E-23,8.01006878176001E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/middle_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/middle_3.STL,,fingrTip^MH_Hand_FullAssem-2;Copy of Part48^MH_Hand_FullAssem-17,Origin_m_23,Axis_m_23,middle_23,fixed,-0.0002,0,0.03,0,0,0,middle_2,0,0,0,,,,,,,,,,,,
ring_pinky_extra,-0.00218597870944811,8.3372865158956E-05,0.00920103616520317,0,0,0,0.00474638182867952,1.07151593956447E-07,3.51645516818837E-12,1.82537199834801E-08,4.81107731413793E-07,-1.21973810407791E-12,4.79343757387016E-07,0,0,0,0,0,0,package://simple_hand_4/meshes/ring_pinky_extra.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/ring_pinky_extra.STL,,Part50^MH_Hand_FullAssem-1;Copy of Part48^MH_Hand_FullAssem-5;Copy of Part48^MH_Hand_FullAssem-4;Copy of Part47^MH_Hand_FullAssem-9;Copy of Part47^MH_Hand_FullAssem-10,Origin_rp_p,Axis_rp_p,rp_palm,continuous,0.020827,0.0001,0.015339,0,0.17453,0,base_link,1,0,0,,,,,,,,,,,,
ring_1,-8.8123970554731E-05,-8.81239705502135E-05,0.014631410577307,0,0,0,0.00331457639559613,1.23231389033519E-07,-5.36421647595818E-22,6.56781406367109E-22,1.40564829901928E-07,-2.41722093835426E-20,8.32166997991829E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/ring_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/ring_1.STL,,FingerJoint1^MH_Hand_FullAssem-3;Copy of Part48^MH_Hand_FullAssem-9;Copy of Part47^MH_Hand_FullAssem-13,Origin_r_rp,Axis_r_rp,ring_rp,continuous,-0.0083553,0,0.021186,0,0.087266,0,ring_pinky_extra,1,0,0,,,,,,,,,,,,
ring_2,0.000100909995287026,-0.000100909995285029,0.014631410577307,0,0,0,0.00331457639559613,1.2323138903352E-07,-5.47132468153528E-22,9.89308012613422E-22,1.40564829901928E-07,-2.41821482409007E-20,8.3216699799183E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/ring_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/ring_2.STL,,FingerJoint1^MH_Hand_FullAssem-7;Copy of Part48^MH_Hand_FullAssem-14;Copy of Part47^MH_Hand_FullAssem-18,Origin_r_12,Axis_r_12,ring_12,continuous,0,0,0.03,0,0,0,ring_1,1,0,0,,,,,,,,,,,,
ring_3,9.48443246822465E-05,9.48443246819254E-05,0.0161226051015448,0,0,0,0.00352502395351663,1.85717997302152E-07,-1.87573533301925E-23,8.28834973778133E-22,1.97300854531167E-07,5.98716338102965E-23,8.01006878176002E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/ring_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/ring_3.STL,,fingrTip^MH_Hand_FullAssem-3;Copy of Part48^MH_Hand_FullAssem-18,Origin_r_23,Axis_r_23,ring_23,fixed,0.0002,-0.0002,0.03,0,0,0,ring_2,0,0,0,,,,,,,,,,,,
pinky_1,-0.00010090999529018,0.000100909995290285,0.0146314105773061,0,0,0,0.00331457639559618,1.2323138903352E-07,-5.10171450347125E-22,9.36368453410027E-22,1.40564829901929E-07,-2.40902131764611E-20,8.32166997991832E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/pinky_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/pinky_1.STL,,Copy of Part48^MH_Hand_FullAssem-10;FingerJoint1^MH_Hand_FullAssem-4;Copy of Part47^MH_Hand_FullAssem-12,Origin_pi_rp,Axis_pi_rp,pinky_rp,continuous,0.0097517,0,0.018455,0,0.2618,0,ring_pinky_extra,1,0,0,,,,,,,,,,,,
pinky_2,8.38071970207001E-05,-8.38071970183261E-05,0.0129292550716577,0,0,0,0.00243095694657694,6.85523277747315E-08,-5.10126419396653E-22,5.85643873687544E-22,7.24913923580197E-08,-2.40317088359363E-20,5.02538415032837E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/pinky_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/pinky_2.STL,,Part59^MH_Hand_FullAssem-1;Copy of Part48^MH_Hand_FullAssem-15;Copy of Part47^MH_Hand_FullAssem-19,Origin_pi_12,Axis_pi_12,pinky_12,continuous,-0.0002,0.0002,0.03,0,0,0,pinky_1,1,0,0,,,,,,,,,,,,
pinky_3,9.19157325409842E-05,-9.19326081215429E-05,0.0130882404924844,0,0,0,0.00224742035804122,7.84638438602698E-08,1.75519852393204E-12,7.56151744274444E-15,7.77279503022189E-08,-6.27007156338448E-14,4.07217895790228E-08,0,0,0,0,0,0,package://simple_hand_4/meshes/pinky_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_hand_4/meshes/pinky_3.STL,,Part54^MH_Hand_FullAssem-1;Copy of Part48^MH_Hand_FullAssem-19,Origin_pi_23,Axis_pi_23,pinky_23,fixed,0,0,0.0267500000000002,0,0,0,pinky_2,0,0,0,,,,,,,,,,,,
